"","season","course","perm_tourn","round","hole","shot_num","player","shot_degrees","aim_degrees","mins_since_obs","last_wind_speed","last_wind_gust","last_wind_dir_degrees","last_wind_dir","mean_wind_2hrs_before","rain_2_hrs_before","rain_4_hrs_before","rain_6_hrs_before","rain_12_hrs_before","rain_18_hrs_before","rain_24_hrs_before","rain_36_hrs_before","rain_48_hrs_before"
"37",2017,552,464,1,10,2,1810,46.9493874085503,47.0165674179108,12,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"38",2017,552,464,1,10,3,1810,217.267653057596,217.267653057596,24,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"39",2017,552,464,1,11,1,1810,27.2736368084096,32.6131738558143,26,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"40",2017,552,464,1,11,2,1810,42.8397658191535,43.2958894806527,31,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"41",2017,552,464,1,11,3,1810,198.616263975641,198.616263975641,31,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"42",2017,552,464,1,12,1,1810,8.79980053787939,8.73015914344732,37,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"43",2017,552,464,1,12,2,1810,20.5565396006567,20.9122408499934,42,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"44",2017,552,464,1,12,3,1810,197.876543147148,194.911754148592,45,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"45",2017,552,464,1,12,4,1810,135.359441831031,135.359441831031,46,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"46",2017,552,464,1,13,1,1810,199.435963393073,207.278976815921,52,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"47",2017,552,464,1,13,2,1810,213.07242457603,211.353696163486,57,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"48",2017,552,464,1,13,3,1810,203.41236829918,203.330103406186,0,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"49",2017,552,464,1,13,4,1810,26.9305695326441,26.9305695326441,4,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"50",2017,552,464,1,14,1,1810,354.26747384549,356.655468292624,8,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"51",2017,552,464,1,14,2,1810,9.05217840635045,6.90940523200707,14,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"52",2017,552,464,1,14,3,1810,278.429212557947,276.343315391386,17,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"53",2017,552,464,1,14,4,1810,108.661965353204,108.661965353204,18,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"54",2017,552,464,1,15,1,1810,358.25289143324,358.779645102444,23,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"55",2017,552,464,1,15,2,1810,105.233760132177,106.269564066861,29,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"56",2017,552,464,1,15,3,1810,274.492212047824,274.492212047824,29,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"57",2017,552,464,1,16,1,1810,183.530703267297,182.893108202885,33,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"58",2017,552,464,1,16,2,1810,172.422802447786,173.883439857404,39,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"59",2017,552,464,1,16,3,1810,185.592469925053,189.560730843701,45,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"60",2017,552,464,1,16,4,1810,338.77431863541,339.955372438895,48,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"61",2017,552,464,1,16,5,1810,143.013910080873,143.013910080873,48,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"62",2017,552,464,1,17,1,1810,115.187588705129,117.669385362073,54,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"63",2017,552,464,1,17,2,1810,107.466377241869,100.254404523109,58,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"64",2017,552,464,1,17,3,1810,347.275476434045,346.371590254827,2,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"65",2017,552,464,1,17,4,1810,201.262526020854,201.262526020854,2,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"66",2017,552,464,1,18,1,1810,206.815722970181,209.311672309849,7,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"67",2017,552,464,1,18,2,1810,205.215297671646,202.421001715768,12,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"68",2017,552,464,1,18,3,1810,196.943891263315,196.852563854389,16,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"69",2017,552,464,1,18,4,1810,192.042575142899,192.042575142899,22,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"70",2017,552,464,1,1,1,2206,17.103242707626,15.6543840203653,2,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"71",2017,552,464,1,1,2,2206,22.6866374116755,21.7603800118448,7,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"72",2017,552,464,1,1,3,2206,249.635420542733,246.614500899711,13,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"73",2017,552,464,1,1,4,2206,87.2339278886176,87.2339278886176,13,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"74",2017,552,464,1,2,1,2206,316.243905881429,310.990687419592,19,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"75",2017,552,464,1,2,2,2206,295.763054347602,297.231785769937,21,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"76",2017,552,464,1,2,3,2206,98.5744943150065,98.5744943150065,25,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"77",2017,552,464,1,3,1,2206,8.93577314265801,8.70441224622095,29,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"78",2017,552,464,1,3,2,2206,346.113440833613,346.697205265036,34,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"79",2017,552,464,1,3,3,2206,9.60913168019819,9.60913168019819,41,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"80",2017,552,464,1,4,1,2206,13.5436823375655,12.9147424226896,44,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"81",2017,552,464,1,4,2,2206,344.829703767338,345.601127681256,50,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"82",2017,552,464,1,4,3,2206,345.847870311199,358.010828709835,54,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"83",2017,552,464,1,4,4,2206,151.472664716335,151.472664716335,57,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"84",2017,552,464,1,5,1,2206,114.411537184793,112.411227884271,0,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"85",2017,552,464,1,5,2,2206,125.904768739244,119.09297264367,6,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"86",2017,552,464,1,5,3,2206,93.5071350819317,92.7688363972471,11,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"87",2017,552,464,1,5,4,2206,344.547373780502,344.547373780502,16,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"88",2017,552,464,1,6,1,2206,202.575208416892,197.843298814416,18,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"89",2017,552,464,1,6,2,2206,186.686210438477,188.288475564379,24,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"90",2017,552,464,1,6,3,2206,206.326053920564,202.036282658593,29,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"91",2017,552,464,1,6,4,2206,36.76861965802,36.9501681851839,31,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"92",2017,552,464,1,6,5,2206,215.930188579713,215.930188579713,32,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"93",2017,552,464,1,7,1,2206,105.991004189958,102.89735093978,40,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"94",2017,552,464,1,7,2,2206,96.153961545364,97.0812301534528,43,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"95",2017,552,464,1,7,3,2206,268.133409732895,268.133409732895,47,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"96",2017,552,464,1,8,1,2206,140.809340812649,138.904271213796,51,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"97",2017,552,464,1,8,2,2206,114.649572055835,105.622818276548,57,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"98",2017,552,464,1,8,3,2206,82.7327028274915,77.878043630307,59,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"99",2017,552,464,1,8,4,2206,287.440848779511,292.99822001451,2,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"100",2017,552,464,1,8,5,2206,91.0344514355868,91.0344514355868,5,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"101",2017,552,464,1,9,1,2206,234.311046590032,234.866837241223,8,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"102",2017,552,464,1,9,2,2206,214.493341745092,210.798298619817,12,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"103",2017,552,464,1,9,3,2206,193.788076027859,200.340301223158,20,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"104",2017,552,464,1,9,4,2206,218.624120656163,225.279672349002,22,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"105",2017,552,464,1,9,5,2206,11.1469843393858,11.1469843393858,25,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"106",2017,552,464,1,10,1,2206,32.2593611988423,27.8273703428543,47,8,NA,220,"SW",8.1,0,0,0,0,0,0,0,0
"107",2017,552,464,1,10,2,2206,355.787199003771,30.3282259202273,52,8,NA,220,"SW",8.1,0,0,0,0,0,0,0,0
"108",2017,552,464,1,10,3,2206,39.4241175916352,39.5457852842634,54,8,NA,220,"SW",8.1,0,0,0,0,0,0,0,0
"109",2017,552,464,1,10,4,2206,37.3022977650357,39.9966825916378,56,8,NA,220,"SW",8.1,0,0,0,0,0,0,0,0
"110",2017,552,464,1,10,5,2206,169.100261749862,169.100261749862,59,8,NA,220,"SW",8.1,0,0,0,0,0,0,0,0
"111",2017,552,464,1,11,1,2206,34.5630354829293,32.6131738558143,3,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"112",2017,552,464,1,11,2,2206,330.745066360489,332.022538495714,6,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"113",2017,552,464,1,11,3,2206,87.7870323122868,87.7870323122868,7,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"114",2017,552,464,1,12,1,2206,6.62838728858236,8.73015914344732,13,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"115",2017,552,464,1,12,2,2206,24.6337098019762,23.6941319539583,19,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"116",2017,552,464,1,12,3,2206,227.405235610084,230.512796911202,23,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"117",2017,552,464,1,12,4,2206,24.8198806445191,24.8198806445191,26,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"118",2017,552,464,1,13,1,2206,208.986497246655,207.278976815921,29,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"119",2017,552,464,1,13,2,2206,195.681288758861,196.071876573691,33,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"120",2017,552,464,1,13,3,2206,5.21829373393649,9.27613535314539,39,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"121",2017,552,464,1,13,4,2206,31.8955743170087,31.8955743170087,41,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"122",2017,552,464,1,14,1,2206,358.889140518482,356.655468292624,45,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"123",2017,552,464,1,14,2,2206,357.823634686042,353.626789970404,49,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"124",2017,552,464,1,14,3,2206,269.705094096481,272.684538132204,53,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"125",2017,552,464,1,14,4,2206,349.033825577849,349.033825577849,54,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"126",2017,552,464,1,15,1,2206,3.36164645530175,358.779645102444,59,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"127",2017,552,464,1,15,2,2206,219.340704523574,252.968642827203,3,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"128",2017,552,464,1,15,3,2206,306.863633159054,306.320467895429,6,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"129",2017,552,464,1,15,4,2206,133.022716742377,133.022716742377,6,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"130",2017,552,464,1,16,1,2206,183.771385490193,182.893108202885,9,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"131",2017,552,464,1,16,2,2206,178.786586667556,173.587082491378,15,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"132",2017,552,464,1,16,3,2206,155.655310565389,157.650706233684,19,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"133",2017,552,464,1,16,4,2206,316.911652053696,313.571262329578,22,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"134",2017,552,464,1,16,5,2206,186.98183685643,186.98183685643,23,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"135",2017,552,464,1,17,1,2206,119.648687239744,117.669385362073,28,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"136",2017,552,464,1,17,2,2206,94.2119051624665,92.8618829265172,32,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"137",2017,552,464,1,17,3,2206,77.6394323672416,76.99553476514,37,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"138",2017,552,464,1,17,4,2206,269.596278346903,269.596278346903,39,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"139",2017,552,464,1,18,1,2206,205.971185697714,209.311672309849,43,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"140",2017,552,464,1,18,2,2206,215.006978407411,203.408104767105,48,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"141",2017,552,464,1,18,3,2206,190.27548497594,190.417899968852,50,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"142",2017,552,464,1,18,4,2206,6.42240953152769,8.90656419765102,55,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"143",2017,552,464,1,18,5,2206,142.521645365387,142.521645365387,59,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"144",2017,552,464,1,1,1,12510,12.7059449391254,15.6543840203653,31,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"145",2017,552,464,1,1,2,12510,33.9123127911813,31.1130935862035,37,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"146",2017,552,464,1,1,3,12510,257.486034183735,261.056476829331,41,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"147",2017,552,464,1,1,4,12510,316.670976920622,316.670976920622,44,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"148",2017,552,464,1,2,1,12510,311.038244769177,310.990687419592,47,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"149",2017,552,464,1,2,2,12510,70.1844857140653,67.9814633905659,52,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"150",2017,552,464,1,2,3,12510,64.5415837839674,56.3876329071539,55,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"151",2017,552,464,1,2,4,12510,312.50241345781,312.50241345781,55,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"152",2017,552,464,1,3,1,12510,5.46718790364979,8.70441224622095,59,13,NA,190,"South",12.65,0,0,0,0,0,0,0,0
"153",2017,552,464,1,3,2,12510,348.578518710817,349.304831794008,5,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"154",2017,552,464,1,3,3,12510,90.5926233571291,104.463521649403,11,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"155",2017,552,464,1,3,4,12510,257.348990695898,257.348990695898,12,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"156",2017,552,464,1,4,1,12510,10.6119201436644,12.9147424226896,15,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"157",2017,552,464,1,4,2,12510,341.639186743899,342.209083603444,21,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"158",2017,552,464,1,4,3,12510,145.157350053499,145.157350053499,27,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"159",2017,552,464,1,5,1,12510,110.106940364833,112.411227884271,29,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"160",2017,552,464,1,5,2,12510,138.226430182323,125.357825600938,37,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"161",2017,552,464,1,5,3,12510,95.8938387165915,96.2150364310563,40,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"162",2017,552,464,1,5,4,12510,98.6363278925015,100.235271129849,44,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"163",2017,552,464,1,5,5,12510,109.479763039714,109.479763039714,44,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"164",2017,552,464,1,6,1,12510,196.521573284552,197.843298814416,48,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"165",2017,552,464,1,6,2,12510,203.103474367881,200.929793291379,53,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"166",2017,552,464,1,6,3,12510,187.614618041866,189.426563434442,54,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"167",2017,552,464,1,6,4,12510,282.653948864592,282.653948864592,59,13,NA,200,"SSW",13.8,0,0,0,0,0,0,0,0
"168",2017,552,464,1,7,1,12510,99.7266321067547,102.89735093978,10,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"169",2017,552,464,1,7,2,12510,186.251237296677,186.420833111956,15,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"170",2017,552,464,1,7,3,12510,189.433784191989,189.433784191989,15,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"171",2017,552,464,1,8,1,12510,135.025913122085,138.904271213796,20,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"172",2017,552,464,1,8,2,12510,120.884351094251,123.521531366029,26,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"173",2017,552,464,1,8,3,12510,245.899011663223,241.243868654121,31,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"174",2017,552,464,1,8,4,12510,86.4436383573218,86.4436383573218,33,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"175",2017,552,464,1,9,1,12510,233.921089256717,234.866837241223,38,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"176",2017,552,464,1,9,2,12510,214.179450043618,210.175448902976,46,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"177",2017,552,464,1,9,3,12510,200.300973242593,199.765209207214,50,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"178",2017,552,464,1,9,4,12510,47.4348390625672,47.4348390625672,55,12,NA,190,"South",13.25,0,0,0,0,0,0,0,0
"179",2017,552,464,1,10,1,12510,33.3169687510349,27.8273703428543,16,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"180",2017,552,464,1,10,2,12510,352.311802310528,29.3665100911252,20,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"181",2017,552,464,1,10,3,12510,39.0471260903882,41.2568339438587,22,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"182",2017,552,464,1,10,4,12510,150.516329443093,152.562777285986,26,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"183",2017,552,464,1,10,5,12510,315.926455067207,315.926455067207,28,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"184",2017,552,464,1,11,1,12510,35.4682285559191,32.6131738558143,32,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"185",2017,552,464,1,11,2,12510,320.372991400734,320.108464160273,35,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"186",2017,552,464,1,11,3,12510,318.985918696466,318.985918696466,38,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"187",2017,552,464,1,12,1,12510,13.162397948385,8.73015914344732,43,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"188",2017,552,464,1,12,2,12510,5.52668792488937,9.92597783501678,46,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"189",2017,552,464,1,12,3,12510,10.6108971319993,13.7558483763676,48,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"190",2017,552,464,1,12,4,12510,152.532010993471,149.782405780916,53,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"191",2017,552,464,1,12,5,12510,36.9756092961382,36.9756092961382,53,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"192",2017,552,464,1,13,1,12510,208.625608530233,207.278976815921,57,11,NA,210,"SSW",9.8,0,0,0,0,0,0,0,0
"193",2017,552,464,1,13,2,12510,197.838156167029,196.070657076958,1,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"194",2017,552,464,1,13,3,12510,140.090319116683,136.861424175169,7,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"195",2017,552,464,1,13,4,12510,118.269724081475,118.269724081475,9,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"196",2017,552,464,1,14,1,12510,359.278018786395,356.655468292624,13,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"197",2017,552,464,1,14,2,12510,354.141598921012,353.529008684787,17,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"198",2017,552,464,1,14,3,12510,190.903699665405,190.452931414002,22,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"199",2017,552,464,1,14,4,12510,16.0330816810717,16.0330816810717,24,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"200",2017,552,464,1,15,1,12510,0.237109968777276,358.779645102444,27,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"201",2017,552,464,1,15,2,12510,150.16840820905,148.875238870948,34,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"202",2017,552,464,1,15,3,12510,337.357088834891,337.357088834891,34,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
"203",2017,552,464,1,16,1,12510,182.369136777143,182.893108202885,38,11,NA,200,"SSW",11.5,0,0,0,0,0,0,0,0
