"season";"course";"perm_tourn";"round";"hole";"shot_num";"player";"shot_degrees";"target_degrees";"wind_target_angle_diff";"mins_since_obs";"last_wind_speed";"last_wind_gust";"last_wind_dir_degrees";"last_wind_dir";"mean_wind_2hrs_before";"rain_1_hrs_before";"rain_2_hrs_before";"rain_4_hrs_before";"rain_6_hrs_before";"rain_12_hrs_before";"rain_18_hrs_before";"rain_24_hrs_before";"rain_36_hrs_before";"rain_48_hrs_before"
2017;552;464;1;8;1;1810;135.644496123831;138.903938321718;120;32;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;2;1810;122.131270149023;120.533438692356;100;39;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;3;1810;310.018151630908;318.565279928348;300;43;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;4;1810;353.870303771268;353.870303771268;330;43;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;1;1810;238.9302878827;234.866724739964;210;47;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;2;1810;190.794893885908;204.522017663148;180;54;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;3;1810;206.468319944215;209.154381173547;190;56;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;4;1810;354.902245286444;351.831583966692;340;0;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;5;1810;184.795322096392;184.795322096392;170;2;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;1;1810;23.1888078381907;27.8270672068356;20;8;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;2;1810;46.949381386053;47.0165674179108;40;12;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;3;1810;217.271091664537;217.271091664537;210;24;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;11;1;1810;27.2736993334181;32.6133530061875;20;26;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;11;2;1810;42.8394233136264;43.2958894806524;30;31;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;11;3;1810;198.625119038125;198.625119038125;190;31;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;1;1810;8.79979057120167;8.73036950680397;360;37;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;2;1810;20.5566013998906;20.9118913902324;10;42;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;3;1810;197.882347976463;194.91824454986;180;45;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;4;1810;135.323701524937;135.323701524937;130;46;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;1;1810;199.435963393073;207.279121267684;200;52;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;2;1810;213.072494649774;211.353841729973;200;57;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;3;1810;203.413208013596;203.330652139849;180;0;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;4;1810;26.9417663550523;26.9417663550523;10;4;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;1;1810;354.267479595543;356.655328668023;340;8;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;2;1810;9.05262947951216;6.90943070635345;350;14;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;3;1810;278.423862801565;276.342065565431;260;17;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;4;1810;108.644630519995;108.644630519995;90;18;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;1;1810;358.252667917698;358.778963492308;340;23;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;2;1810;105.238193399959;106.271979240369;90;29;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;3;1810;274.518071389618;274.518071389618;250;29;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;1;1810;183.530707279916;182.893045540412;160;33;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;2;1810;172.422821939309;173.883514468607;150;39;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;3;1810;185.591786992287;189.561633608019;170;45;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;4;1810;338.765806559081;339.947848839555;320;48;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;5;1810;142.975039729996;142.975039729996;120;48;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;17;1;1810;115.187725640147;117.669547781256;100;54;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;17;2;1810;107.4660912372;100.254376026068;80;58;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;17;3;1810;347.276047244151;346.372136878988;340;2;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;17;4;1810;201.262526020867;201.262526020867;190;2;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;18;1;1810;206.815841370174;209.311524063157;200;7;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;18;2;1810;205.215157271455;202.421027541506;190;12;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;18;3;1810;196.944285058401;196.852950516413;190;16;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;18;4;1810;192.042575142884;192.042575142884;180;22;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;1;1;2206;17.1032619133869;15.6541732705012;10;2;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;1;2;2206;22.6865878711129;21.7603800118449;10;7;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;1;3;2206;249.62472461193;246.609357313398;240;13;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;1;4;2206;87.2002446886699;87.2002446886699;80;13;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;2;1;2206;316.243676567272;310.99074127278;300;19;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;2;2;2206;295.764060848528;297.231785769938;290;21;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;2;3;2206;98.5852013995782;98.5852013995782;90;25;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;3;1;2206;8.93588205119399;8.70454442950923;360;29;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;3;2;2206;346.113273402226;346.696942439308;340;34;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;3;3;2206;9.60304017195293;9.60304017195293;360;41;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;4;1;2206;13.5437332489472;12.9146436839761;0;44;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;4;2;2206;344.829373919314;345.600852962521;340;50;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;4;3;2206;345.851111166491;358.010912077705;350;54;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;4;4;2206;151.478989740327;151.478989740327;140;57;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;5;1;2206;114.411412600254;112.411128245131;90;0;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;5;2;2206;125.904901990272;119.093040287821;100;6;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;5;3;2206;93.5071350819325;92.7688191634343;70;11;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;5;4;2206;344.572615491569;344.572615491569;320;16;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;6;1;2206;202.575208416892;197.843507619687;180;18;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;6;2;2206;186.686045637225;188.288494785372;170;24;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;6;3;2206;206.327265412355;202.038400030334;180;29;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;6;4;2206;36.7686196580218;36.9482980249953;20;31;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;6;5;2206;215.938621418788;215.938621418788;200;32;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;7;1;2206;105.991071580938;102.897358513778;80;40;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;7;2;2206;96.1541012557271;97.0828509355554;80;43;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;7;3;2206;268.120891232767;268.120891232767;250;47;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;1;2206;140.809351262537;138.903938321718;120;51;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;2;2206;114.649701932458;105.622620495171;90;57;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;3;2206;82.7311671937377;77.8763468744259;60;59;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;4;2206;287.4385427878;293.000043397606;280;2;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;5;2206;91.0208431320829;91.0208431320829;80;5;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;1;2206;234.311030679989;234.866724739964;220;8;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;2;2206;214.493143681424;210.798264627148;200;12;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;3;2206;193.788527834974;200.340773583769;190;20;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;4;2206;218.622936958873;225.278845086048;220;22;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;5;2206;11.142480403895;11.142480403895;0;25;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;1;2206;32.2592615652122;27.8270672068356;350;47;8;0;220;"SW";8.1;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;2;2206;355.787160445262;30.3282873050476;350;52;8;0;220;"SW";8.1;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;3;2206;39.4242630439323;39.5457852842632;360;54;8;0;220;"SW";8.1;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;4;2206;37.3018915040676;39.9961480043677;360;56;8;0;220;"SW";8.1;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;5;2206;169.113219208372;169.113219208372;130;59;8;0;220;"SW";8.1;0;0;0;0;0;0;0;0;0
2017;552;464;1;11;1;2206;34.563224679132;32.6133530061875;0;3;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;11;2;2206;330.745719160308;332.019519170731;300;6;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;11;3;2206;87.8909102626819;87.8909102626819;60;7;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;1;2206;6.62824863500592;8.73036950680397;340;13;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;2;2206;24.6339191055131;23.6940699046694;350;19;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;3;2206;227.410379939361;230.518023417314;200;23;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;4;2206;24.8056657548306;24.8056657548306;350;26;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;1;2206;208.98652311278;207.279121267684;180;29;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;2;2206;195.681192414556;196.071935343921;170;33;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;3;2206;5.21425519844178;9.27386120040559;340;39;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;4;2206;31.8932859590669;31.8932859590669;0;41;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;1;2206;358.889212201251;356.655328668023;330;45;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;2;2206;357.823629942151;353.626666928835;320;49;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;3;2206;269.708512026362;272.686142933039;240;53;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;4;2206;349.02775976218;349.02775976218;320;54;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;1;2206;3.36165309527539;358.778963492308;330;59;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;2;2206;219.347115268766;252.972284555473;230;3;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;3;2206;306.865198574299;306.320467895424;290;6;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;4;2206;133.053307899168;133.053307899168;110;6;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;1;2206;183.771381224612;182.893045540412;160;9;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;2;2206;178.786674127673;173.587142518569;150;15;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;3;2206;155.654980377343;157.650706233685;140;19;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;4;2206;316.913691369066;313.567128775598;290;22;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;16;5;2206;187.05348607458;187.05348607458;170;23;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;17;1;2206;119.648687239744;117.669547781256;100;28;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;17;2;2206;94.212207292789;92.8621658394643;70;32;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;17;3;2206;77.6398033419064;76.9955347651376;60;37;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;17;4;2206;269.596515264951;269.596515264951;250;39;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;18;1;2206;205.971280490425;209.311524063157;190;43;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;18;2;2206;215.006949063359;203.408156090997;180;48;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;18;3;2206;190.275506575935;190.418055622167;170;50;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;18;4;2206;6.42254718652184;8.90529481677785;350;55;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;18;5;2206;142.525452564516;142.525452564516;120;59;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;1;1;12510;12.7059589654973;15.6541732705012;10;31;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;1;2;12510;33.912383710136;31.1130935862035;20;37;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;1;3;12510;257.486034183736;261.058444846;250;41;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;1;4;12510;316.6898227992;316.6898227992;310;44;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;2;1;12510;311.038043327759;310.99074127278;300;47;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;2;2;12510;70.1851344476169;67.9793635734307;60;52;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;2;3;12510;64.5243345900854;56.3682191065328;50;55;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;2;4;12510;312.365973891022;312.365973891022;300;55;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;3;1;12510;5.46718790364987;8.70454442950923;360;59;13;0;190;"South";12.65;0;0;0;0;0;0;0;0;0
2017;552;464;1;3;2;12510;348.578965928982;349.304902663653;330;5;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;3;3;12510;90.5927642968578;104.47029410006;80;11;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;3;4;12510;257.348990695911;257.348990695911;240;12;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;4;1;12510;10.6119201436643;12.9146436839761;350;15;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;4;2;12510;341.639316186857;342.208946282698;320;21;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;4;3;12510;145.165782105396;145.165782105396;130;27;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;5;1;12510;110.106865541784;112.411128245131;90;29;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;5;2;12510;138.226343629239;125.357796736534;110;37;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;5;3;12510;95.8943838305433;96.215261233628;80;40;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;5;4;12510;98.6289950145442;100.231290184681;80;44;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;5;5;12510;109.486129572491;109.486129572491;90;44;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;6;1;12510;196.521531192394;197.843507619687;180;48;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;6;2;12510;203.103391546889;200.929959563122;180;53;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;6;3;12510;187.615715497472;189.427839984188;170;54;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;6;4;12510;282.688057033664;282.688057033664;260;59;13;0;200;"SSW";13.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;7;1;12510;99.72679989917;102.897358513778;90;10;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;7;2;12510;186.253393765247;186.42175282872;180;15;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;7;3;12510;189.410981917556;189.410981917556;180;15;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;1;12510;135.02596793152;138.903938321718;130;20;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;2;12510;120.884449874991;123.521202191896;110;26;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;3;12510;245.904583047584;241.248579596234;230;31;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;8;4;12510;86.4446311471699;86.4446311471699;80;33;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;1;12510;233.921020803067;234.866724739964;220;38;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;2;12510;214.179478298478;210.175448902976;200;46;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;3;12510;200.300661846907;199.76527454098;190;50;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;9;4;12510;47.4274172390805;47.4274172390805;40;55;12;0;190;"South";13.25;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;1;12510;33.3169235287425;27.8270672068356;360;16;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;2;12510;352.311437229706;29.3664717301186;360;20;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;3;12510;39.0474748581111;41.2569170093351;10;22;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;4;12510;150.516029322331;152.566714691934;120;26;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;10;5;12510;315.896574379538;315.896574379538;290;28;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;11;1;12510;35.4682942978372;32.6133530061875;0;32;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;11;2;12510;320.372991400735;320.108464160274;290;35;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;11;3;12510;318.985918696466;318.985918696466;290;38;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;1;12510;13.1623033679883;8.73036950680397;340;43;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;2;12510;5.52641834244176;9.92585333643289;340;46;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;3;12510;10.6108971319992;13.755848376368;340;48;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;4;12510;152.530839266827;149.782405780913;120;53;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;12;5;12510;36.9016053236126;36.9016053236126;10;53;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;1;12510;208.625634235434;207.279121267684;180;57;11;0;210;"SSW";9.8;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;2;12510;197.838225588076;196.070718707679;180;1;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;3;12510;140.095501854793;136.861424175169;120;7;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;13;4;12510;118.241522223896;118.241522223896;100;9;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;1;12510;359.278094856448;356.655328668023;340;13;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;2;12510;354.141501986183;353.528896855333;330;17;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;3;12510;190.903699665404;190.452395050756;170;22;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;14;4;12510;16.0423664216508;16.0423664216508;360;24;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;1;12510;0.23710949951068;358.778963492308;340;27;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;2;12510;150.174108204075;148.890293835797;130;34;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
2017;552;464;1;15;3;12510;337.302440054256;337.302440054256;320;34;11;0;200;"SSW";11.5;0;0;0;0;0;0;0;0;0
