"course","link","hole","hole_lat","hole_lon","hole_z","tee_lat","tee_lon","tee_z","midpt1_lat","midpt1_lon","midpt1_z","midpt2_lat","midpt2_lon","midpt2_z"
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","7","33.651980765198","-116.26741432674","-1.48826408173799","33.655179365518","-116.26938352694","2.49631534890175","33.65320116532","-116.2679678268","-3.54307306794166",NA,NA,NA
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","8","33.649161064916","-116.26750612675","-8.0779525946331","33.652032965203","-116.2669868267","0.885541620707512","33.649773964977","-116.26751962675","-8.45705926729202",NA,NA,NA
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","9","33.644660164466","-116.26657642666","-6.1599845742321","33.648330364833","-116.26710202671","-5.68000290366173","33.646028164603","-116.26714882671","-10.0753496733379",NA,NA,NA
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","10","33.644120164412","-116.27228692723","-6.7760400549984","33.644283064428","-116.26787332679","-11.1215598431301","33.644427064443","-116.27063362706","-11.3870414425373","","",NA
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","11","33.649668664967","-116.27366392737","0.754558600754142","33.645511564551","-116.27288272729","-5.90891329770565","33.647757064776","-116.27349292735","-4.28112212999821","33.649313164931","-116.27365762737","-0.255313023216724"
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","12","33.651674765167","-116.27380792738","-2.52335958846092","33.650057465006","-116.27323912732","3.23775100305557",NA,NA,NA,NA,NA,NA
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","13","33.655486265549","-116.27650882765","6.14583824831009","33.652409165241","-116.27409232741","2.50953885878801","33.654283865428","-116.27569792757","1.35349529650807",NA,NA,NA
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","14","33.649827064983","-116.27615422762","11.0182435577869","33.653733065373","-116.27852752785","12.375549308176","33.652051865205","-116.27663752766","7.25612184885979","33.650377865038","-116.27569072757","8.63370413010597"
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","15","33.647884864788","-116.27585272759","10.7593951264095","33.649125064912","-116.27613892761","35.5259807821274",NA,NA,NA,NA,NA,NA
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","16","33.644787064479","-116.27548642755","6.46434764572143","33.647589664759","-116.2759841276","25.6966927008057","33.645415264542","-116.27507602751","5.11697130983353",NA,NA,NA
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","17","33.643784464378","-116.27474392747","2.20445849778414","33.644463064446","-116.27574832757","33.1766972682953",NA,NA,NA,NA,NA,NA
"PGA West (Palmer)","http://www.provisualizer.com/courses/pgawestpalmer.php","18","33.643915864392","-116.26859602686","-12.6685741991711","33.643706164371","-116.27346682735","-0.477329038906693","33.643317364332","-116.27074072707","-8.53691228515625","33.643346164335","-116.2689632269","-12.0113922944069"
"Torrey Pines GC (South)","http://www.provisualizer.com/courses/torreypinessouth.php","1","32.902284290228","-117.24938372494","366.286517272644","32.904037490404","-117.24555422456","380.920362271728","32.902721690272","-117.24780512478","366.932712992859","","",NA
"Torrey Pines GC (South)","http://www.provisualizer.com/courses/torreypinessouth.php","2","32.899553689955","-117.250038025","356.789848150635","32.902713590271","-117.25038542504","348.298592086182","32.900622890062","-117.24984992498","362.373874275513",NA,NA,NA
